 5 2.9e-2
10 3.1e-2
15 3.5e-2
20 3.9e-2
25 4.7e-2
30 5.7e-2
35 7.0e-2
40 8.7e-2
45 9.7e-2
50 0.115
55 0.127
60 0.14
65 0.153
70 0.167
75 0.186
80 0.21
85 0.229
90 0.239
95 0.258
100 0.272
105 0.278
110 0.305
115 0.329
120 0.358
125 0.38
130 0.401
135 0.418
140 0.439
145 0.458
150 0.473
155 0.492
160 0.514
165 0.533
170 0.545
175 0.565
180 0.58
185 0.591
190 0.607
195 0.625
200 0.634
205 0.65
210 0.662
215 0.676
220 0.684
225 0.699
230 0.707
235 0.718
240 0.727
245 0.736
250 0.744
255 0.76
260 0.778
265 0.781
270 0.792
275 0.803
280 0.809
285 0.82
290 0.826
295 0.834
300 0.838
305 0.844
310 0.847
315 0.851
320 0.86
325 0.866
330 0.869
335 0.873
340 0.877
345 0.88
350 0.886
355 0.891
360 0.896
365 0.899
370 0.903
375 0.908
380 0.912
385 0.915
390 0.92
395 0.921
400 0.924
405 0.929
410 0.93
415 0.931
420 0.931
425 0.934
430 0.934
435 0.937
440 0.938
445 0.94
450 0.943
455 0.945
460 0.946
465 0.949
470 0.954
475 0.956
480 0.959
485 0.959
490 0.959
495 0.961
500 0.964
