0.115 10
0.236 20
0.389 30
0.521 40
0.574 50
0.595 60
0.664 70
0.709 80
0.743 90
0.77 100
0.793 110
0.8 120
0.813 130
0.83 140
0.852 150
0.865 160
0.875 170
0.908 180
0.908 190
0.912 200
0.917 210
0.941 220
0.932 230
0.939 240
0.934 250
0.953 260
0.956 270
0.946 280
0.958 290
0.964 300
0.964 310
0.97 320
0.977 330
0.975 340
0.974 350
0.978 360
0.977 370
0.987 380
0.988 390
0.991 400
0.986 410
0.99 420
0.996 430
0.986 440
0.986 450
0.994 460
0.994 470
0.995 480
0.994 490
0.994 500
0.996 510
0.998 520
0.997 530
0.998 540
0.995 550
0.998 560
0.996 570
1.0 580
0.999 590
0.999 600
